M49_code,Region,Country_name,Item_description,Birth_rate_%,Take_off_rate_%,Average_live_weight_KG_GR/AN,Average_carcass_weight_KG_GR/AN,Carcass_weight_as_%_of_live_weight,Yield_per_animal_KG,Offals_content_of_live_weight_%,Fats_content_of_live_weight_%,Average_fresh_weight_per_piece_KG_orGR,Hides_content_of_live_weight_%
170,South America,Colombia,Conejos,NA,452.0,1800.0,1312.0,72.0,NA,NA,NA,NA,NA
170,South America,Colombia,Caballos,NA,NA,360.0,125.0,34.0,NA,NA,NA,NA,NA
170,South America,Colombia,Despojos Comest Vacunos,NA,NA,NA,NA,NA,32.0,8.4,NA,NA,NA
170,South America,Colombia,Despojos Comestib Ovinos,NA,NA,NA,NA,NA,2.6,9.3,NA,NA,NA
170,South America,Colombia,Despojos Comestib Cabra,NA,NA,NA,NA,NA,2.4,7.7,NA,NA,NA
170,South America,Colombia,Despojos Comestibl Cerdo,NA,NA,NA,NA,NA,2.5,2.8,NA,NA,NA
170,South America,Colombia,Grasas de Vacunos,NA,NA,NA,NA,NA,5.6,NA,1.4,NA,NA
170,South America,Colombia,Grasas de Ovinos,NA,NA,NA,NA,NA,0.4,NA,1.4,NA,NA
170,South America,Colombia,Grasas de Cabra,NA,NA,NA,NA,NA,0.4,NA,1.3,NA,NA
170,South America,Colombia,Grasas de Cerdo,NA,NA,NA,NA,NA,4.1,NA,4.5,NA,NA
170,South America,Colombia,Cueros Frescos Vacunos,NA,NA,NA,NA,NA,NA,NA,NA,22.0,5.9
170,South America,Colombia,Pieles Frescas de Oveja,NA,NA,NA,NA,NA,NA,NA,NA,2.5,9.0
170,South America,Colombia,Pieles Frescas de Cabra,NA,NA,NA,NA,NA,NA,NA,NA,2.5,8.0
170,South America,Colombia,Pieles de Conejo,NA,NA,NA,NA,NA,NA,NA,NA,300.0,16.0
174,Africa,Comoros,Bovins,NA,18.0,220.0,110.0,50.0,NA,NA,NA,NA,NA
174,Africa,Comoros,Ovins,NA,32.0,30.0,15.0,50.0,NA,NA,NA,NA,NA
174,Africa,Comoros,Caprins,NA,20.0,21.0,10.0,47.0,NA,NA,NA,NA,NA
174,Africa,Comoros,Poules,NA,136.0,1100.0,800.0,72.0,NA,NA,NA,NA,NA
174,Africa,Comoros,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,20.0,9.1,NA,NA,NA
174,Africa,Comoros,Abats Comestibles Ovins,NA,NA,NA,NA,NA,3.0,10.0,NA,NA,NA
174,Africa,Comoros,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,2.0,9.5,NA,NA,NA
174,Africa,Comoros,Graisse de Bovins,NA,NA,NA,NA,NA,5.0,NA,2.3,NA,NA
174,Africa,Comoros,Graisse d'Ovins,NA,NA,NA,NA,NA,0.5,NA,1.7,NA,NA
174,Africa,Comoros,Graisse de Caprins,NA,NA,NA,NA,NA,0.4,NA,1.9,NA,NA
174,Africa,Comoros,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,20.0,9.1
174,Africa,Comoros,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,3.0,10.0
174,Africa,Comoros,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,2.5,11.0
178,Africa,Congo,Bovins,NA,15.0,312.0,156.0,50.0,NA,NA,NA,NA,NA
178,Africa,Congo,Ovins,NA,12.0,22.0,10.0,45.0,NA,NA,NA,NA,NA
178,Africa,Congo,Caprins,NA,29.0,20.0,9.0,45.0,NA,NA,NA,NA,NA
178,Africa,Congo,Porcins,NA,79.0,80.0,56.0,70.0,NA,NA,NA,NA,NA
178,Africa,Congo,Poules,NA,227.0,1200.0,1000.0,83.0,NA,NA,NA,NA,NA
178,Africa,Congo,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,20.0,6.4,NA,NA,NA
178,Africa,Congo,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.0,9.1,NA,NA,NA
178,Africa,Congo,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,1.8,9.0,NA,NA,NA
178,Africa,Congo,Abats Comestibl. de Porc,NA,NA,NA,NA,NA,2.5,3.1,NA,NA,NA
178,Africa,Congo,Graisse de Bovins,NA,NA,NA,NA,NA,3.0,NA,1.0,NA,NA
178,Africa,Congo,Graisse d'Ovins,NA,NA,NA,NA,NA,0.3,NA,1.4,NA,NA
178,Africa,Congo,Graisse de Caprins,NA,NA,NA,NA,NA,0.3,NA,1.5,NA,NA
178,Africa,Congo,Graisse de Porc,NA,NA,NA,NA,NA,4.0,NA,5.0,NA,NA
178,Africa,Congo,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,22.0,7.1
178,Africa,Congo,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,1.2,5.5
178,Africa,Congo,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,1.8,9.0
184,Ocenia,Cook Islands,Cattle,NA,14.0,300.0,132.0,44.0,NA,NA,NA,NA,NA
184,Ocenia,Cook Islands,Goats,NA,10.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
184,Ocenia,Cook Islands,Pigs,NA,49.0,45.0,30.0,66.0,NA,NA,NA,NA,NA
184,Ocenia,Cook Islands,Chickens,NA,17.0,1100.0,800.0,72.0,NA,NA,NA,NA,NA
184,Ocenia,Cook Islands,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,20.0,6.7,NA,NA,NA
184,Ocenia,Cook Islands,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.0,9.1,NA,NA,NA
184,Ocenia,Cook Islands,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,2.0,4.4,NA,NA,NA
184,Ocenia,Cook Islands,Fat of Cattle,NA,NA,NA,NA,NA,4.5,NA,1.5,NA,NA
184,Ocenia,Cook Islands,Fat of Goats,NA,NA,NA,NA,NA,0.4,NA,1.2,NA,NA
184,Ocenia,Cook Islands,Fat of Pigs,NA,NA,NA,NA,NA,2.0,NA,4.4,NA,NA
184,Ocenia,Cook Islands,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,18.0,6.0
184,Ocenia,Cook Islands,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.5,7.6
188,Americas,Costa Rica,Ganado vacuno,NA,21.0,417.0,204.0,49.0,NA,NA,NA,NA,NA
188,Americas,Costa Rica,Ovinos,NA,31.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
188,Americas,Costa Rica,Caprinos,NA,40.0,26.0,12.0,46.0,NA,NA,NA,NA,NA
188,Americas,Costa Rica,Cerdos,NA,89.0,96.0,74.0,76.0,NA,NA,NA,NA,NA
188,Americas,Costa Rica,Gallinas,NA,233.0,1871.0,1571.0,83.0,NA,NA,NA,NA,NA
188,Americas,Costa Rica,Despojos Comest Vacunos,NA,NA,NA,NA,NA,20.0,4.8,NA,NA,NA
188,Americas,Costa Rica,Despojos Comestib Ovinos,NA,NA,NA,NA,NA,3.0,9.1,NA,NA,NA
188,Americas,Costa Rica,Despojos Comestib Cabra,NA,NA,NA,NA,NA,2.5,9.6,NA,NA,NA
188,Americas,Costa Rica,Despojos Comestibl Cerdo,NA,NA,NA,NA,NA,3.5,3.6,NA,NA,NA
188,Americas,Costa Rica,Grasas de Vacunos,NA,NA,NA,NA,NA,7.5,NA,1.8,NA,NA
188,Americas,Costa Rica,Grasas de Ovinos,NA,NA,NA,NA,NA,0.5,NA,1.5,NA,NA
188,Americas,Costa Rica,Grasas de Cabra,NA,NA,NA,NA,NA,0.3,NA,1.2,NA,NA
188,Americas,Costa Rica,Grasas de Cerdo,NA,NA,NA,NA,NA,3.5,NA,3.6,NA,NA
188,Americas,Costa Rica,Cueros Frescos Vacunos,NA,NA,NA,NA,NA,NA,NA,NA,33.0,8.1
188,Americas,Costa Rica,Pieles Frescas de Oveja,NA,NA,NA,NA,NA,NA,NA,NA,3.0,9.1
188,Americas,Costa Rica,Pieles Frescas de Cabra,NA,NA,NA,NA,NA,NA,NA,NA,2.5,9.6
384,Africa,Cote dIvore,Bovins,NA,11.0,274.0,137.0,50.0,NA,NA,NA,NA,NA
384,Africa,Cote dIvore,Ovins,NA,32.0,20.0,10.0,50.0,NA,NA,NA,NA,NA
384,Africa,Cote dIvore,Caprins,NA,31.0,20.0,10.0,50.0,NA,NA,NA,NA,NA
384,Africa,Cote dIvore,Porcins,NA,84.0,62.0,50.0,80.0,NA,NA,NA,NA,NA
384,Africa,Cote dIvore,Poules,NA,156.0,1300.0,1100.0,84.0,NA,NA,NA,NA,NA
384,Africa,Cote dIvore,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,31.0,11.0,NA,NA,NA
384,Africa,Cote dIvore,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.5,12.0,NA,NA,NA
384,Africa,Cote dIvore,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,2.5,12.0,NA,NA,NA
384,Africa,Cote dIvore,Abats Comestibl. de Porc,NA,NA,NA,NA,NA,2.5,4.0,NA,NA,NA
384,Africa,Cote dIvore,Graisse de Bovins,NA,NA,NA,NA,NA,4.0,NA,1.5,NA,NA
384,Africa,Cote dIvore,Graisse d'Ovins,NA,NA,NA,NA,NA,0.3,NA,1.5,NA,NA
384,Africa,Cote dIvore,Graisse de Caprins,NA,NA,NA,NA,NA,0.3,NA,1.5,NA,NA
384,Africa,Cote dIvore,Graisse de Porc,NA,NA,NA,NA,NA,3.0,NA,4.8,NA,NA
384,Africa,Cote dIvore,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,18.0,6.6
384,Africa,Cote dIvore,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,2.5,12.0
384,Africa,Cote dIvore,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,2.5,12.0
191,Europe,Croatia,Cattle,NA,24.0,412.0,221.0,53.0,NA,NA,NA,NA,NA
191,Europe,Croatia,Sheep,NA,30.0,21.0,10.0,50.0,NA,NA,NA,NA,NA
191,Europe,Croatia,Goats,NA,12.0,36.0,18.0,50.0,NA,NA,NA,NA,NA
191,Europe,Croatia,Pigs,NA,64.0,93.0,72.0,77.0,NA,NA,NA,NA,NA
191,Europe,Croatia,Chickens,NA,244.0,1169.0,872.0,74.0,NA,NA,NA,NA,NA
191,Europe,Croatia,Turkeys,NA,143.0,10589.0,7942.0,75.0,NA,NA,NA,NA,NA
191,Europe,Croatia,Ducks,NA,NA,NA,1587.0,NA,NA,NA,NA,NA,NA
191,Europe,Croatia,Geese,NA,NA,NA,3821.0,NA,NA,NA,NA,NA,NA
191,Europe,Croatia,Horses,NA,NA,370.0,200.0,54.0,NA,NA,NA,NA,NA
191,Europe,Croatia,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,63.0,15.0,NA,NA,NA
191,Europe,Croatia,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,1.5,7.1,NA,NA,NA
191,Europe,Croatia,"Offals of Goats, Edible",NA,NA,NA,NA,NA,2.0,5.6,NA,NA,NA
191,Europe,Croatia,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,4.6,5.0,NA,NA,NA
191,Europe,Croatia,Fat of Cattle,NA,NA,NA,NA,NA,11.0,NA,2.8,NA,NA
191,Europe,Croatia,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,2.4,NA,NA
191,Europe,Croatia,Fat of Goats,NA,NA,NA,NA,NA,0.5,NA,1.4,NA,NA
191,Europe,Croatia,Fat of Pigs,NA,NA,NA,NA,NA,2.6,NA,2.8,NA,NA
191,Europe,Croatia,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,41.0,10.0
191,Europe,Croatia,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,3.5,16.0
191,Europe,Croatia,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,4.0,11.0
191,Europe,Croatia,"Horse Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,26.0,7.2
192,Americas,Cuba,Ganado vacuno,NA,10.0,286.0,143.0,50.0,NA,NA,NA,NA,NA
192,Americas,Cuba,Ovinos,NA,29.0,24.0,12.0,50.0,NA,NA,NA,NA,NA
192,Americas,Cuba,Caprinos,NA,29.0,24.0,12.0,50.0,NA,NA,NA,NA,NA
192,Americas,Cuba,Cerdos,NA,65.0,91.0,61.0,66.0,NA,NA,NA,NA,NA
192,Americas,Cuba,Gallinas,NA,309.0,1540.0,1208.0,78.0,NA,NA,NA,NA,NA
192,Americas,Cuba,Caballos,NA,NA,270.0,120.0,44.0,NA,NA,NA,NA,NA
192,Americas,Cuba,Despojos Comest Vacunos,NA,NA,NA,NA,NA,30.0,10.0,NA,NA,NA
192,Americas,Cuba,Despojos Comestib Ovinos,NA,NA,NA,NA,NA,3.0,12.0,NA,NA,NA
192,Americas,Cuba,Despojos Comestib Cabra,NA,NA,NA,NA,NA,1.6,6.7,NA,NA,NA
192,Americas,Cuba,Despojos Comestibl Cerdo,NA,NA,NA,NA,NA,2.0,2.2,NA,NA,NA
192,Americas,Cuba,Despojos de Caballo,NA,NA,NA,NA,NA,15.0,5.6,NA,NA,NA
192,Americas,Cuba,Grasas de Vacunos,NA,NA,NA,NA,NA,4.7,NA,1.7,NA,NA
192,Americas,Cuba,Grasas de Ovinos,NA,NA,NA,NA,NA,0.5,NA,2.1,NA,NA
192,Americas,Cuba,Grasas de Cabra,NA,NA,NA,NA,NA,0.2,NA,0.8,NA,NA
192,Americas,Cuba,Grasas de Cerdo,NA,NA,NA,NA,NA,4.5,NA,4.9,NA,NA
192,Americas,Cuba,Cueros Frescos Vacunos,NA,NA,NA,NA,NA,NA,NA,NA,22.0,7.7
192,Americas,Cuba,Pieles Frescas de Oveja,NA,NA,NA,NA,NA,NA,NA,NA,3.5,14.0
192,Americas,Cuba,Pieles Frescas de Cabra,NA,NA,NA,NA,NA,NA,NA,NA,2.0,8.3
192,Americas,Cuba,Cueros Frescos d Caballo,NA,NA,NA,NA,NA,NA,NA,NA,18.0,6.7
196,Asia,Cyprus,Cattle,NA,25.0,584.0,310.0,53.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Sheep,NA,61.0,43.0,21.0,49.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Goats,NA,81.0,42.0,22.0,53.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Pigs,NA,152.0,103.0,76.0,74.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Chickens,NA,442.0,2307.0,1775.0,76.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Turkeys,NA,154.0,6900.0,5500.0,79.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Rabbits,NA,437.0,1734.0,1284.0,74.0,NA,NA,NA,NA,NA
196,Asia,Cyprus,Ducks,NA,NA,NA,2000.0,NA,NA,NA,NA,NA,NA
196,Asia,Cyprus,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,51.0,8.9,NA,NA,NA
196,Asia,Cyprus,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.4,7.8,NA,NA,NA
196,Asia,Cyprus,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.4,7.9,NA,NA,NA
196,Asia,Cyprus,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,3.8,3.7,NA,NA,NA
196,Asia,Cyprus,Fat of Cattle,NA,NA,NA,NA,NA,24.0,NA,4.2,NA,NA
196,Asia,Cyprus,Fat of Sheep,NA,NA,NA,NA,NA,0.9,NA,2.0,NA,NA
196,Asia,Cyprus,Fat of Goats,NA,NA,NA,NA,NA,1.3,NA,3.0,NA,NA
196,Asia,Cyprus,Fat of Pigs,NA,NA,NA,NA,NA,2.5,NA,2.4,NA,NA
196,Asia,Cyprus,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,40.0,6.9
196,Asia,Cyprus,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,5.1,11.0
196,Asia,Cyprus,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,5.8,13.0
196,Asia,Cyprus,Rabbit Skins,NA,NA,NA,NA,NA,NA,NA,NA,300.0,17.0
203,Europe,Czechia,Cattle,98.0,37.0,522.0,277.0,53.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Sheep,NA,101.0,58.0,26.0,45.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Goats,NA,44.0,70.0,31.0,44.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Pigs,1760.0,137.0,112.0,80.0,71.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Chickens,NA,480.0,1800.0,1350.0,75.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Turkeys,NA,598.0,14000.0,11200.0,80.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Rabbits,NA,376.0,3000.0,1770.0,59.0,NA,NA,NA,NA,NA
203,Europe,Czechia,Ducks,NA,NA,NA,2118.0,NA,NA,NA,NA,NA,NA
203,Europe,Czechia,Geese,NA,NA,NA,4206.0,NA,NA,NA,NA,NA,NA
203,Europe,Czechia,Horses,NA,NA,600.0,318.0,53.0,NA,NA,NA,NA,NA
203,Europe,Czechia,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,39.0,7.5,NA,NA,NA
203,Europe,Czechia,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,2.9,5.0,NA,NA,NA
203,Europe,Czechia,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.5,5.0,NA,NA,NA
203,Europe,Czechia,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,3.9,3.5,NA,NA,NA
203,Europe,Czechia,Fat of Cattle,NA,NA,NA,NA,NA,37.0,NA,7.0,NA,NA
203,Europe,Czechia,Fat of Sheep,NA,NA,NA,NA,NA,1.7,NA,3.0,NA,NA
203,Europe,Czechia,Fat of Goats,NA,NA,NA,NA,NA,2.1,NA,3.0,NA,NA
203,Europe,Czechia,Fat of Pigs,NA,NA,NA,NA,NA,10.0,NA,9.0,NA,NA
203,Europe,Czechia,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,40.0,7.7
203,Europe,Czechia,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.4
203,Europe,Czechia,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.1
203,Europe,Czechia,Rabbit Skins,NA,NA,NA,NA,NA,NA,NA,NA,200.0,6.7
408,Asia,Democratic People's Republic of Korea,Cattle,NA,22.0,290.0,150.0,51.0,NA,NA,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,Sheep,NA,33.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,Goats,NA,30.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,Pigs,NA,74.0,66.0,50.0,75.0,NA,NA,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,Chickens,NA,201.0,1300.0,1100.0,84.0,NA,NA,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,26.0,9.0,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,2.5,7.6,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.0,9.1,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,4.0,6.1,NA,NA,NA
408,Asia,Democratic People's Republic of Korea,Fat of Cattle,NA,NA,NA,NA,NA,4.0,NA,1.4,NA,NA
408,Asia,Democratic People's Republic of Korea,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,1.5,NA,NA
408,Asia,Democratic People's Republic of Korea,Fat of Goats,NA,NA,NA,NA,NA,0.5,NA,1.5,NA,NA
408,Asia,Democratic People's Republic of Korea,Fat of Pigs,NA,NA,NA,NA,NA,3.5,NA,5.3,NA,NA
408,Asia,Democratic People's Republic of Korea,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,21.0,7.2
408,Asia,Democratic People's Republic of Korea,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,3.0,9.1
408,Asia,Democratic People's Republic of Korea,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.0,6.1
180,Africa,Democratic Republic of the Congo,Bovins,NA,10.0,303.0,151.0,50.0,NA,NA,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Ovins,NA,30.0,22.0,9.9,45.0,NA,NA,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Caprins,NA,39.0,20.0,11.0,55.0,NA,NA,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Porcins,NA,73.0,71.0,50.0,70.0,NA,NA,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Poules,NA,111.0,1000.0,789.0,78.0,NA,NA,NA,NA,NA
180,Africa,Democratic Republic of the Congo,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,20.0,6.6,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.0,9.1,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,2.0,9.8,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Abats Comestibl. de Porc,NA,NA,NA,NA,NA,5.0,7.0,NA,NA,NA
180,Africa,Democratic Republic of the Congo,Graisse de Bovins,NA,NA,NA,NA,NA,5.0,NA,1.6,NA,NA
180,Africa,Democratic Republic of the Congo,Graisse d'Ovins,NA,NA,NA,NA,NA,0.5,NA,2.3,NA,NA
180,Africa,Democratic Republic of the Congo,Graisse de Caprins,NA,NA,NA,NA,NA,0.4,NA,2.0,NA,NA
180,Africa,Democratic Republic of the Congo,Graisse de Porc,NA,NA,NA,NA,NA,5.0,NA,7.0,NA,NA
180,Africa,Democratic Republic of the Congo,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,25.0,8.2
180,Africa,Democratic Republic of the Congo,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,3.0,13.0
180,Africa,Democratic Republic of the Congo,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,2.0,9.8
208,Europe,Denmark,Cattle,95.0,38.0,500.0,247.0,49.0,NA,NA,NA,NA,NA
208,Europe,Denmark,Sheep,NA,61.0,42.0,21.0,49.0,NA,NA,NA,NA,NA
208,Europe,Denmark,Pigs,NA,184.0,106.0,75.0,70.0,NA,NA,NA,NA,NA
208,Europe,Denmark,Chickens,NA,645.0,1718.0,1320.0,76.0,NA,NA,NA,NA,NA
208,Europe,Denmark,Turkeys,NA,300.0,11457.0,8184.0,71.0,NA,NA,NA,NA,NA
208,Europe,Denmark,Ducks,NA,NA,NA,2606.0,NA,NA,NA,NA,NA,NA
208,Europe,Denmark,Geese,NA,NA,NA,6809.0,NA,NA,NA,NA,NA,NA
208,Europe,Denmark,Horses,NA,NA,635.0,295.0,46.0,NA,NA,NA,NA,NA
208,Europe,Denmark,Rabbits,NA,NA,3000.0,NA,NA,NA,NA,NA,NA,NA
208,Europe,Denmark,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,22.0,4.4,NA,NA,NA
208,Europe,Denmark,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,4.5,10.0,NA,NA,NA
208,Europe,Denmark,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,3.3,3.1,NA,NA,NA
208,Europe,Denmark,Offals of Horse,NA,NA,NA,NA,NA,15.0,2.4,NA,NA,NA
208,Europe,Denmark,Fat of Cattle,NA,NA,NA,NA,NA,13.0,NA,2.7,NA,NA
208,Europe,Denmark,Fat of Sheep,NA,NA,NA,NA,NA,1.5,NA,3.5,NA,NA
208,Europe,Denmark,Fat of Pigs,NA,NA,NA,NA,NA,4.4,NA,4.2,NA,NA
208,Europe,Denmark,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,30.0,6.0
208,Europe,Denmark,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,6.0,14.0
208,Europe,Denmark,"Horse Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,35.0,5.5
208,Europe,Denmark,Rabbit Skins,NA,NA,NA,NA,NA,NA,NA,NA,500.0,16.0
262,Africa,Djibouti,Bovins,NA,25.0,240.0,110.0,45.0,NA,NA,NA,NA,NA
262,Africa,Djibouti,Ovins,NA,43.0,21.0,10.0,49.0,NA,NA,NA,NA,NA
262,Africa,Djibouti,Caprins,NA,36.0,27.0,12.0,46.0,NA,NA,NA,NA,NA
262,Africa,Djibouti,Chameaux,NA,NA,340.0,150.0,44.0,NA,NA,NA,NA,NA
262,Africa,Djibouti,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,20.0,8.3,NA,NA,NA
262,Africa,Djibouti,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.0,9.5,NA,NA,NA
262,Africa,Djibouti,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,2.5,9.3,NA,NA,NA
262,Africa,Djibouti,Abats Comestibl Chameau,NA,NA,NA,NA,NA,25.0,7.4,NA,NA,NA
262,Africa,Djibouti,Graisse de Bovins,NA,NA,NA,NA,NA,4.0,NA,1.7,NA,NA
262,Africa,Djibouti,Graisse d'Ovins,NA,NA,NA,NA,NA,0.5,NA,2.4,NA,NA
262,Africa,Djibouti,Graisse de Caprins,NA,NA,NA,NA,NA,0.5,NA,1.9,NA,NA
262,Africa,Djibouti,Graisse de Chameau,NA,NA,NA,NA,NA,10.0,NA,2.9,NA,NA
262,Africa,Djibouti,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,20.0,8.3
262,Africa,Djibouti,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,2.0,9.5
262,Africa,Djibouti,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,2.5,9.3
262,Africa,Djibouti,Peaux Fraîches Chameau,NA,NA,NA,NA,NA,NA,NA,NA,30.0,8.8
212,Americas,Dominica,Cattle,NA,20.0,360.0,180.0,50.0,NA,NA,NA,NA,NA
212,Americas,Dominica,Sheep,NA,20.0,30.0,14.0,46.0,NA,NA,NA,NA,NA
212,Americas,Dominica,Goats,NA,35.0,26.0,12.0,46.0,NA,NA,NA,NA,NA
212,Americas,Dominica,Pigs,NA,140.0,90.0,60.0,66.0,NA,NA,NA,NA,NA
212,Americas,Dominica,Chickens,NA,131.0,1586.0,1000.0,63.0,NA,NA,NA,NA,NA
212,Americas,Dominica,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,22.0,6.1,NA,NA,NA
212,Americas,Dominica,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.5,11.0,NA,NA,NA
212,Americas,Dominica,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.0,11.0,NA,NA,NA
212,Americas,Dominica,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,2.5,2.8,NA,NA,NA
212,Americas,Dominica,Fat of Cattle,NA,NA,NA,NA,NA,4.5,NA,1.3,NA,NA
212,Americas,Dominica,Fat of Sheep,NA,NA,NA,NA,NA,0.8,NA,2.7,NA,NA
212,Americas,Dominica,Fat of Goats,NA,NA,NA,NA,NA,0.5,NA,1.9,NA,NA
212,Americas,Dominica,Fat of Pigs,NA,NA,NA,NA,NA,4.0,NA,4.4,NA,NA
